id,adresse IP,site,temps passé
36888,6.25.96.144,Pinterest,162.0
36889,6.25.96.144,TikTok,232.8
36890,6.25.96.144,WhatsApp,315.4
36891,168.74.229.198,YouTube,403.3
36892,168.74.229.198,LinkedIn,126.8
36893,168.74.229.198,QQ,31.2
36894,168.74.229.198,Facebook,149.3
36895,168.74.229.198,Facebook Messenger,188.8
36896,168.74.229.198,TikTok,209.1
36897,168.74.229.198,WhatsApp,343.5
36898,168.74.229.198,Pinterest,115.5
36899,191.45.250.237,X,189.6
36900,191.45.250.237,Facebook Messenger,160.2
36901,104.180.52.72,Facebook,193.4
36902,104.180.52.72,Pinterest,79.0
36903,104.180.52.72,YouTube,306.4
36904,104.180.52.72,TikTok,321.6
36905,104.180.52.72,QQ,45.5
36906,104.180.52.72,LinkedIn,130.6
36907,104.180.52.72,Snapchat,254.5
36908,85.57.53.32,Instagram,185.9
36909,85.57.53.32,WeChat,76.2
36910,85.57.53.32,Facebook Messenger,178.3
36911,85.57.53.32,WhatsApp,241.8
36912,85.57.53.32,Twitch,58.3
36913,41.245.216.148,TikTok,336.7
36914,41.245.216.148,Instagram,274.5
36915,41.245.216.148,WhatsApp,232.3
36916,41.245.216.148,Snapchat,305.9
36917,137.232.199.129,Snapchat,352.9
36918,137.232.199.129,TikTok,260.7
36919,121.186.151.111,Snapchat,273.5
36920,121.186.151.111,Pinterest,92.4
36921,158.205.79.100,WhatsApp,305.3
36922,158.205.79.100,QQ,35.5
36923,158.205.79.100,X,177.0
36924,243.20.234.240,TikTok,390.3
36925,243.20.234.240,LinkedIn,156.3
36926,243.20.234.240,Facebook,117.4
36927,156.229.81.19,LinkedIn,124.2
36928,156.229.81.19,TikTok,299.4
36929,156.229.81.19,YouTube,308.0
36930,58.152.131.226,WhatsApp,327.9
36931,58.152.131.226,Facebook,148.5
36932,58.152.131.226,YouTube,435.3
36933,58.152.131.226,Snapchat,275.8
36934,58.152.131.226,LinkedIn,120.2
36935,58.152.131.226,QQ,55.2
36936,142.68.170.146,Facebook,108.5
36937,142.68.170.146,Snapchat,250.9
36938,64.173.159.62,X,181.9
36939,64.173.159.62,QQ,41.7
36940,64.173.159.62,Twitch,109.8
36941,64.173.159.62,Pinterest,171.3
36942,64.173.159.62,WeChat,75.4
36943,64.173.159.62,YouTube,635.3
36944,64.173.159.62,WhatsApp,249.2
36945,64.173.159.62,Snapchat,255.8
36946,55.157.149.177,WeChat,137.1
36947,55.157.149.177,Snapchat,284.5
36948,55.157.149.177,X,187.5
36949,55.157.149.177,WhatsApp,243.0
36950,55.157.149.177,Twitch,102.6
36951,55.157.149.177,Facebook Messenger,78.8
36952,55.157.149.177,QQ,39.8
36953,55.157.149.177,Instagram,424.7
36954,67.220.224.51,Facebook Messenger,152.0
36955,67.220.224.51,LinkedIn,127.8
36956,67.220.224.51,Instagram,411.9
36957,178.50.43.23,Facebook,136.5
36958,178.50.43.23,Instagram,264.0
36959,178.50.43.23,WeChat,91.5
36960,178.50.43.23,QQ,59.4
36961,204.88.18.165,Snapchat,417.3
36962,204.88.18.165,Instagram,270.0
36963,204.88.18.165,WeChat,96.7
36964,204.88.18.165,Pinterest,104.3
36965,204.88.18.165,Facebook,156.0
36966,106.6.228.72,Snapchat,348.2
36967,106.6.228.72,LinkedIn,183.1
36968,106.6.228.72,WeChat,106.1
36969,106.6.228.72,Facebook Messenger,131.6
36970,106.6.228.72,WhatsApp,359.3
36971,106.6.228.72,TikTok,324.6
36972,106.6.228.72,Pinterest,132.7
36973,106.6.228.72,Instagram,407.8
36974,30.18.31.238,Snapchat,279.7
36975,30.18.31.238,TikTok,218.4
36976,30.18.31.238,X,142.8
36977,30.18.31.238,YouTube,426.8
36978,30.18.31.238,QQ,29.9
36979,31.55.110.43,Twitch,110.1
36980,54.158.176.81,QQ,48.6
36981,54.158.176.81,WeChat,72.8
36982,54.158.176.81,TikTok,306.0
36983,54.158.176.81,Snapchat,297.4
36984,54.158.176.81,WhatsApp,361.3
36985,54.158.176.81,YouTube,439.9
36986,54.158.176.81,LinkedIn,169.5
36987,26.195.38.250,WhatsApp,185.8
36988,26.195.38.250,X,123.4
36989,26.195.38.250,Facebook Messenger,231.5
36990,26.195.38.250,Pinterest,108.7
36991,26.195.38.250,QQ,58.1
36992,75.113.246.68,Snapchat,341.1
36993,75.113.246.68,TikTok,281.0
36994,75.113.246.68,WhatsApp,310.1
36995,111.61.127.213,Twitch,129.7
36996,111.61.127.213,Snapchat,301.3
36997,111.61.127.213,LinkedIn,157.7
36998,111.61.127.213,WeChat,91.2
36999,199.190.168.233,LinkedIn,204.6
37000,199.190.168.233,Facebook Messenger,187.9
37001,199.190.168.233,WhatsApp,157.8
37002,144.108.184.92,Facebook Messenger,109.1
37003,144.108.184.92,QQ,38.2
37004,114.61.209.0,YouTube,649.7
37005,114.61.209.0,Snapchat,324.5
37006,114.61.209.0,Twitch,140.9
37007,114.61.209.0,Pinterest,120.8
37008,114.61.209.0,Facebook,149.6
37009,114.61.209.0,X,176.0
37010,114.61.209.0,QQ,53.2
37011,114.61.209.0,WhatsApp,465.1
37012,64.164.68.67,Facebook Messenger,143.8
37013,133.78.211.228,QQ,61.6
37014,133.78.211.228,TikTok,381.2
37015,133.78.211.228,Twitch,136.3
37016,13.60.93.237,QQ,45.9
37017,13.60.93.237,Pinterest,85.5
37018,13.60.93.237,Facebook,159.5
37019,13.60.93.237,Twitch,77.9
37020,13.60.93.237,Snapchat,204.7
37021,13.60.93.237,YouTube,595.9
37022,234.18.51.154,Instagram,239.5
37023,234.18.51.154,Pinterest,90.4
37024,234.18.51.154,Facebook,157.6
37025,14.237.137.14,QQ,38.0
37026,14.237.137.14,WeChat,112.3
37027,14.237.137.14,Instagram,301.8
37028,21.7.6.206,WhatsApp,346.0
37029,21.7.6.206,YouTube,354.2
37030,21.7.6.206,QQ,43.8
37031,21.7.6.206,Twitch,93.0
37032,21.7.6.206,Snapchat,97.4
37033,21.7.6.206,Instagram,235.8
37034,21.7.6.206,X,131.5
37035,21.7.6.206,Facebook,118.8
37036,254.232.85.222,Facebook,148.9
37037,254.232.85.222,X,156.6
37038,254.232.85.222,Pinterest,90.8
37039,179.48.32.122,YouTube,186.9
37040,179.48.32.122,Snapchat,286.7
37041,179.48.32.122,Pinterest,96.5
37042,179.48.32.122,Twitch,94.9
37043,179.48.32.122,Facebook,251.5
37044,179.48.32.122,WeChat,90.9
37045,179.48.32.122,LinkedIn,95.4
37046,120.95.175.158,LinkedIn,116.6
37047,120.95.175.158,QQ,57.3
37048,120.95.175.158,X,200.3
37049,120.95.175.158,WhatsApp,310.3
37050,120.95.175.158,YouTube,596.7
37051,120.95.175.158,WeChat,91.3
37052,120.95.175.158,Twitch,113.9
37053,188.67.91.204,Facebook,158.5
37054,188.67.91.204,Snapchat,243.7
37055,188.67.91.204,Pinterest,57.8
37056,188.67.91.204,Twitch,130.0
37057,78.64.167.111,Twitch,132.3
37058,78.64.167.111,Facebook Messenger,123.1
37059,78.64.167.111,Snapchat,289.7
37060,78.64.167.111,WhatsApp,483.5
37061,78.64.167.111,LinkedIn,141.7
37062,78.64.167.111,Pinterest,92.7
37063,78.64.167.111,X,146.0
37064,78.64.167.111,Facebook,163.6
37065,191.75.179.36,Snapchat,321.3
37066,191.75.179.36,WhatsApp,250.1
37067,191.75.179.36,Twitch,118.0
37068,191.75.179.36,Facebook,152.5
37069,191.75.179.36,X,180.0
37070,191.75.179.36,LinkedIn,136.0
37071,191.75.179.36,YouTube,447.9
37072,87.100.88.44,Twitch,93.2
37073,87.100.88.44,WhatsApp,297.8
37074,111.128.85.165,Twitch,146.4
37075,111.128.85.165,TikTok,407.2
37076,111.128.85.165,QQ,35.8
37077,111.128.85.165,Pinterest,92.9
37078,111.128.85.165,WeChat,84.9
37079,111.128.85.165,Snapchat,319.0
37080,111.128.85.165,LinkedIn,182.4
37081,111.128.85.165,WhatsApp,413.5
37082,18.175.37.177,WeChat,127.5
37083,18.175.37.177,TikTok,287.6
37084,166.154.150.55,TikTok,340.1
37085,166.154.150.55,Facebook Messenger,125.4
37086,166.154.150.55,Facebook,156.9
37087,188.222.222.86,Twitch,114.1
37088,188.222.222.86,QQ,55.3
37089,163.56.16.87,TikTok,313.4
37090,163.56.16.87,Twitch,105.0
37091,163.56.16.87,X,162.5
37092,163.56.16.87,Facebook Messenger,119.7
37093,163.56.16.87,YouTube,491.1
37094,163.56.16.87,Pinterest,78.6
37095,163.56.16.87,Facebook,206.4
37096,123.192.180.87,LinkedIn,132.4
37097,123.192.180.87,TikTok,482.9
37098,107.99.134.223,X,135.2
37099,26.212.237.36,Snapchat,333.6
37100,26.212.237.36,LinkedIn,155.2
37101,26.212.237.36,YouTube,639.0
37102,10.90.253.80,WeChat,87.5
37103,10.90.253.80,LinkedIn,172.2
37104,10.90.253.80,TikTok,273.8
37105,28.175.130.173,WhatsApp,303.5
37106,28.175.130.173,LinkedIn,188.8
37107,28.175.130.173,Facebook,125.6
37108,28.175.130.173,WeChat,166.6
37109,28.175.130.173,QQ,58.5
37110,28.175.130.173,Twitch,74.9
37111,211.94.235.180,Pinterest,120.8
37112,156.53.81.187,X,122.6
37113,156.53.81.187,WhatsApp,315.6
37114,156.53.81.187,Pinterest,88.5
37115,156.53.81.187,LinkedIn,187.8
37116,156.53.81.187,Instagram,141.1
37117,156.53.81.187,Facebook Messenger,119.1
37118,156.53.81.187,TikTok,306.2
37119,116.38.189.197,Pinterest,82.1
37120,139.39.84.127,Twitch,74.1
37121,139.39.84.127,QQ,44.1
37122,131.34.122.1,LinkedIn,135.3
37123,131.34.122.1,Instagram,283.1
37124,131.34.122.1,Twitch,108.9
37125,159.138.134.78,Snapchat,170.8
37126,159.138.134.78,TikTok,346.8
37127,116.48.249.35,LinkedIn,194.3
37128,116.48.249.35,X,128.5
37129,116.48.249.35,Pinterest,145.7
37130,116.48.249.35,WhatsApp,273.9
37131,116.48.249.35,Facebook,170.1
37132,116.48.249.35,YouTube,336.7
37133,116.48.249.35,Instagram,264.1
37134,207.184.0.16,Twitch,96.5
37135,207.184.0.16,Instagram,258.4
37136,207.184.0.16,YouTube,492.7
37137,207.184.0.16,QQ,45.5
37138,208.224.165.116,WhatsApp,264.2
37139,208.224.165.116,Instagram,336.5
37140,208.224.165.116,X,234.8
37141,208.224.165.116,QQ,63.5
37142,236.34.239.38,X,142.4
37143,236.34.239.38,TikTok,358.2
37144,236.34.239.38,LinkedIn,155.2
37145,236.34.239.38,WeChat,124.7
37146,236.34.239.38,Facebook Messenger,127.5
37147,173.112.181.62,Twitch,92.6
37148,103.4.110.31,WeChat,141.8
37149,103.4.110.31,LinkedIn,202.9
37150,103.4.110.31,TikTok,229.2
37151,103.4.110.31,Instagram,387.1
37152,103.4.110.31,Twitch,82.9
37153,103.4.110.31,WhatsApp,354.4
37154,103.4.110.31,Facebook,132.3
37155,103.4.110.31,YouTube,582.5
37156,201.76.218.130,QQ,42.0
37157,201.76.218.130,X,169.9
37158,201.76.218.130,Snapchat,198.4
37159,201.76.218.130,Pinterest,124.4
37160,201.76.218.130,WhatsApp,208.5
37161,45.30.66.127,WeChat,115.7
37162,45.30.66.127,WhatsApp,205.9
37163,45.30.66.127,QQ,53.4
37164,45.30.66.127,X,116.9
37165,45.30.66.127,Pinterest,140.8
37166,45.30.66.127,Facebook Messenger,113.5
37167,45.30.66.127,Snapchat,235.3
37168,147.48.198.198,TikTok,353.8
37169,147.48.198.198,Instagram,315.8
37170,147.48.198.198,Pinterest,117.7
37171,147.48.198.198,Facebook,138.7
37172,147.48.198.198,WhatsApp,368.2
37173,147.48.198.198,Snapchat,322.3
37174,147.48.198.198,X,143.7
37175,230.67.7.31,YouTube,479.2
37176,230.67.7.31,Snapchat,344.5
37177,230.67.7.31,TikTok,184.0
37178,230.67.7.31,Twitch,87.9
37179,230.67.7.31,Facebook,219.4
37180,230.67.7.31,Pinterest,112.8
37181,230.67.7.31,QQ,49.8
37182,247.113.224.123,Snapchat,203.3
37183,247.113.224.123,QQ,57.2
37184,247.113.224.123,WeChat,83.3
37185,247.113.224.123,Facebook Messenger,129.5
37186,247.113.224.123,Pinterest,100.5
37187,247.113.224.123,Instagram,242.7
37188,247.113.224.123,LinkedIn,185.9
37189,247.113.224.123,X,125.7
37190,254.170.146.195,Snapchat,132.2
37191,254.170.146.195,Facebook,130.2
37192,254.170.146.195,WhatsApp,267.3
37193,254.170.146.195,Twitch,98.7
37194,254.170.146.195,WeChat,112.8
37195,199.220.128.204,Twitch,69.0
37196,199.220.128.204,Pinterest,95.8
37197,199.220.128.204,TikTok,237.6
37198,199.220.128.204,QQ,29.3
37199,199.220.128.204,X,153.3
37200,199.220.128.204,Facebook Messenger,196.9
37201,199.220.128.204,Instagram,420.9
37202,70.236.171.111,Pinterest,99.1
37203,70.236.171.111,QQ,69.5
37204,70.236.171.111,Snapchat,113.4
37205,56.119.238.200,Instagram,259.7
37206,56.119.238.200,Facebook Messenger,166.2
37207,201.27.9.198,Facebook,203.2
37208,201.27.9.198,WeChat,88.7
37209,201.27.9.198,Twitch,89.2
37210,201.27.9.198,QQ,26.6
37211,60.166.69.140,TikTok,347.7
37212,60.166.69.140,X,163.2
37213,60.166.69.140,YouTube,534.6
37214,60.166.69.140,Snapchat,285.8
37215,60.166.69.140,Facebook,124.9
37216,60.166.69.140,Pinterest,105.8
37217,60.166.69.140,LinkedIn,133.4
37218,144.112.110.32,QQ,44.2
37219,144.112.110.32,Facebook Messenger,179.5
37220,144.112.110.32,YouTube,528.0
37221,8.239.132.204,Snapchat,223.2
37222,8.239.132.204,LinkedIn,141.3
37223,8.239.132.204,Facebook,99.2
37224,8.239.132.204,WeChat,117.6
37225,8.239.132.204,Twitch,91.5
37226,8.239.132.204,X,158.1
37227,8.239.132.204,Pinterest,78.8
37228,8.239.132.204,WhatsApp,291.5
37229,10.50.12.102,LinkedIn,111.4
37230,10.50.12.102,WeChat,72.3
37231,10.50.12.102,Twitch,43.2
37232,10.50.12.102,TikTok,239.3
37233,10.50.12.102,YouTube,345.9
37234,10.50.12.102,QQ,65.0
37235,27.175.243.127,YouTube,646.5
37236,27.175.243.127,LinkedIn,171.2
37237,27.175.243.127,WhatsApp,275.6
37238,27.175.243.127,Twitch,74.4
37239,80.63.63.25,Facebook,113.0
37240,80.63.63.25,Snapchat,291.7
37241,80.63.63.25,Pinterest,90.1
37242,80.63.63.25,WhatsApp,273.4
37243,80.63.63.25,Instagram,340.3
37244,80.63.63.25,Facebook Messenger,112.2
37245,179.249.30.35,Twitch,113.5
37246,179.249.30.35,TikTok,368.1
37247,179.249.30.35,Instagram,311.3
37248,216.48.93.99,TikTok,411.8
37249,216.48.93.99,YouTube,211.3
37250,216.48.93.99,QQ,59.9
37251,216.48.93.99,Pinterest,69.6
37252,21.85.24.189,WeChat,114.1
37253,21.85.24.189,QQ,75.3
37254,21.85.24.189,LinkedIn,174.9
37255,124.25.42.201,Snapchat,233.6
37256,124.25.42.201,LinkedIn,87.1
37257,124.25.42.201,Instagram,495.8
37258,124.25.42.201,YouTube,591.8
37259,124.25.42.201,TikTok,248.7
37260,124.25.42.201,WhatsApp,249.0
37261,124.25.42.201,Facebook,93.5
37262,88.30.4.160,LinkedIn,139.1
37263,88.30.4.160,QQ,37.5
37264,7.227.254.99,YouTube,485.0
37265,7.227.254.99,Facebook,118.3
37266,7.227.254.99,TikTok,364.0
37267,7.227.254.99,Pinterest,75.9
37268,7.227.254.99,LinkedIn,109.3
37269,250.210.232.25,Instagram,331.4
37270,250.210.232.25,Snapchat,281.5
37271,250.210.232.25,LinkedIn,180.2
37272,250.210.232.25,WhatsApp,333.4
37273,250.210.232.25,Pinterest,86.2
37274,250.210.232.25,QQ,48.7
37275,158.239.251.39,Pinterest,159.7
37276,158.239.251.39,WeChat,125.2
37277,158.239.251.39,QQ,36.8
37278,158.239.251.39,Facebook,166.1
37279,158.239.251.39,TikTok,221.4
37280,158.239.251.39,LinkedIn,213.6
37281,158.239.251.39,Facebook Messenger,149.5
37282,230.11.250.59,Pinterest,129.5
37283,230.11.250.59,LinkedIn,177.3
37284,230.11.250.59,Twitch,60.6
37285,230.11.250.59,Instagram,163.5
37286,230.11.250.59,YouTube,399.3
37287,230.11.250.59,Facebook Messenger,164.8
37288,251.56.15.148,Twitch,119.5
37289,251.56.15.148,WeChat,107.4
37290,251.56.15.148,LinkedIn,167.8
37291,251.56.15.148,YouTube,454.8
37292,251.56.15.148,WhatsApp,325.9
37293,163.232.40.53,YouTube,547.4
37294,163.232.40.53,WeChat,75.3
37295,163.232.40.53,TikTok,375.2
37296,163.232.40.53,Snapchat,281.7
37297,107.69.139.151,Instagram,260.7
37298,107.69.139.151,Facebook Messenger,137.2
37299,107.69.139.151,Twitch,112.0
37300,107.69.139.151,Pinterest,46.4
37301,107.69.139.151,TikTok,351.7
37302,107.69.139.151,Snapchat,307.5
37303,107.69.139.151,X,166.7
37304,5.67.240.100,Instagram,336.9
37305,5.67.240.100,LinkedIn,194.9
37306,5.67.240.100,Snapchat,192.2
37307,5.67.240.100,Facebook,126.9
37308,5.67.240.100,Facebook Messenger,146.3
37309,5.67.240.100,Twitch,120.3
37310,5.67.240.100,Pinterest,153.9
37311,5.67.240.100,YouTube,254.5
37312,252.48.17.135,Snapchat,258.7
37313,193.196.252.248,Twitch,84.1
37314,193.196.252.248,LinkedIn,181.9
37315,193.196.252.248,Instagram,313.0
37316,193.196.252.248,WeChat,122.7
37317,152.208.71.129,Facebook,127.4
37318,152.208.71.129,LinkedIn,116.7
37319,96.146.57.141,Facebook,184.0
37320,96.146.57.141,TikTok,277.2
37321,96.146.57.141,LinkedIn,217.8
37322,96.146.57.141,QQ,35.5
37323,96.146.57.141,WhatsApp,234.7
37324,96.146.57.141,Facebook Messenger,78.5
37325,96.146.57.141,Pinterest,106.7
37326,108.176.201.69,TikTok,396.6
37327,108.176.201.69,Pinterest,51.6
37328,108.176.201.69,X,64.9
37329,108.176.201.69,WeChat,51.8
37330,108.176.201.69,QQ,70.1
37331,110.70.119.148,Twitch,120.2
37332,110.70.119.148,LinkedIn,161.1
37333,110.70.119.148,Facebook Messenger,177.3
37334,17.229.46.61,Snapchat,105.8
37335,242.61.192.215,Twitch,109.5
37336,242.61.192.215,YouTube,556.7
37337,242.61.192.215,Pinterest,174.5
37338,242.61.192.215,WeChat,141.9
37339,242.61.192.215,Facebook,152.4
37340,242.61.192.215,Instagram,196.2
37341,242.61.192.215,Facebook Messenger,123.5
37342,242.61.192.215,TikTok,366.2
37343,1.50.236.190,Snapchat,185.4
37344,1.50.236.190,Pinterest,153.8
37345,1.50.236.190,TikTok,333.1
37346,1.50.236.190,Instagram,297.8
37347,1.50.236.190,X,134.1
37348,1.50.236.190,QQ,59.4
37349,178.33.228.167,YouTube,350.2
37350,178.33.228.167,Instagram,417.3
37351,84.147.153.244,WeChat,117.8
37352,84.147.153.244,X,233.9
37353,84.147.153.244,Facebook,116.4
37354,84.147.153.244,QQ,74.7
37355,84.147.153.244,TikTok,216.4
37356,84.147.153.244,Twitch,97.9
37357,84.147.153.244,LinkedIn,127.1
37358,245.175.218.172,QQ,61.5
37359,245.175.218.172,TikTok,351.9
37360,161.141.129.52,Snapchat,311.7
37361,161.141.129.52,WeChat,126.1
37362,161.141.129.52,X,168.4
37363,247.10.165.192,YouTube,409.9
37364,247.10.165.192,X,194.9
37365,247.10.165.192,Instagram,256.0
37366,247.10.165.192,TikTok,320.7
37367,247.10.165.192,Pinterest,91.0
37368,247.10.165.192,LinkedIn,145.8
37369,247.10.165.192,Twitch,81.9
37370,132.224.244.86,Snapchat,149.1
37371,132.224.244.86,Pinterest,102.0
37372,132.224.244.86,Facebook,136.7
37373,132.224.244.86,Twitch,149.1
37374,132.224.244.86,YouTube,373.2
37375,200.88.106.214,Facebook,154.8
37376,200.88.106.214,QQ,27.7
37377,200.88.106.214,X,87.9
37378,132.140.158.196,Facebook,141.0
37379,132.140.158.196,Pinterest,96.7
37380,132.140.158.196,YouTube,621.8
37381,132.140.158.196,WeChat,114.1
37382,132.140.158.196,Instagram,194.2
37383,27.96.190.141,Facebook,100.6
37384,27.96.190.141,Instagram,298.7
37385,48.76.34.105,Snapchat,156.9
37386,48.76.34.105,QQ,43.0
37387,48.76.34.105,Pinterest,82.5
37388,48.76.34.105,X,201.8
37389,48.76.34.105,TikTok,450.9
37390,48.76.34.105,WeChat,105.4
37391,168.70.218.37,WeChat,108.0
37392,140.220.92.200,QQ,43.7
37393,140.220.92.200,Facebook Messenger,137.4
37394,140.220.92.200,Pinterest,60.6
37395,140.220.92.200,TikTok,282.2
37396,140.220.92.200,WeChat,112.7
37397,140.220.92.200,YouTube,421.1
37398,140.220.92.200,X,201.1
37399,212.39.142.29,Pinterest,104.8
37400,200.255.72.71,Facebook,225.0
37401,200.255.72.71,TikTok,255.1
37402,172.69.248.102,WeChat,105.5
37403,172.69.248.102,YouTube,561.8
37404,172.69.248.102,Snapchat,292.4
37405,57.47.10.120,LinkedIn,172.2
37406,57.47.10.120,X,143.4
37407,57.47.10.120,Instagram,195.0
37408,57.47.10.120,Pinterest,91.5
37409,57.47.10.120,TikTok,209.1
37410,13.172.92.93,Facebook Messenger,177.6
37411,13.172.92.93,Facebook,82.4
37412,110.142.219.1,TikTok,273.1
37413,74.173.32.110,Instagram,271.1
37414,74.173.32.110,X,104.4
37415,74.173.32.110,Twitch,137.7
37416,74.173.32.110,Pinterest,115.1
37417,90.193.160.37,Instagram,229.9
37418,90.193.160.37,Pinterest,61.0
37419,90.193.160.37,Facebook,99.2
37420,90.193.160.37,Facebook Messenger,133.4
37421,90.193.160.37,QQ,62.3
37422,122.29.64.19,Twitch,87.1
37423,122.29.64.19,WhatsApp,294.1
37424,122.29.64.19,LinkedIn,177.5
37425,122.29.64.19,X,154.7
37426,122.29.64.19,Facebook Messenger,183.1
37427,122.29.64.19,TikTok,305.6
37428,136.202.96.65,LinkedIn,164.2
37429,136.202.96.65,Instagram,439.5
37430,136.202.96.65,Twitch,102.9
37431,136.202.96.65,Facebook,136.3
37432,136.202.96.65,YouTube,123.0
37433,136.202.96.65,Pinterest,91.7
37434,96.250.50.65,Pinterest,113.4
37435,96.250.50.65,QQ,52.9
37436,96.250.50.65,TikTok,241.3
37437,96.250.50.65,Instagram,264.2
37438,99.71.143.123,YouTube,509.1
37439,99.71.143.123,WhatsApp,326.9
37440,99.71.143.123,TikTok,344.2
37441,99.71.143.123,Instagram,343.2
37442,99.71.143.123,QQ,53.9
37443,99.71.143.123,Facebook Messenger,50.4
37444,99.71.143.123,Twitch,111.5
37445,214.10.51.69,Twitch,118.3
37446,214.10.51.69,WhatsApp,319.3
37447,113.24.75.189,TikTok,220.6
37448,113.24.75.189,Facebook Messenger,149.4
37449,113.24.75.189,Twitch,94.3
37450,113.24.75.189,WhatsApp,322.1
37451,113.24.75.189,YouTube,479.0
37452,113.24.75.189,Instagram,342.8
37453,138.110.252.14,QQ,44.2
37454,138.110.252.14,WeChat,114.2
37455,138.110.252.14,X,107.4
37456,138.110.252.14,LinkedIn,210.8
37457,138.110.252.14,Snapchat,280.0
37458,138.110.252.14,Twitch,70.1
37459,138.110.252.14,TikTok,210.5
37460,138.110.252.14,YouTube,528.0
37461,178.80.100.113,Snapchat,319.5
37462,178.80.100.113,Facebook,174.2
37463,178.80.100.113,Facebook Messenger,100.0
37464,178.80.100.113,YouTube,399.0
37465,178.80.100.113,WhatsApp,428.3
37466,178.80.100.113,Instagram,394.6
37467,178.80.100.113,WeChat,90.0
37468,178.80.100.113,X,98.4
37469,162.23.108.242,Snapchat,271.8
37470,162.23.108.242,YouTube,395.5
37471,162.23.108.242,WhatsApp,425.6
37472,162.23.108.242,LinkedIn,145.8
37473,162.23.108.242,X,155.7
37474,162.23.108.242,Twitch,113.8
37475,162.23.108.242,WeChat,108.9
37476,175.5.43.111,Twitch,80.0
37477,175.5.43.111,Instagram,391.3
37478,175.5.43.111,X,171.2
37479,175.5.43.111,Facebook,116.4
37480,175.5.43.111,WeChat,153.0
37481,175.5.43.111,Pinterest,80.2
37482,237.212.23.26,Pinterest,95.4
37483,237.212.23.26,YouTube,642.7
37484,237.212.23.26,LinkedIn,98.1
37485,237.212.23.26,Instagram,355.3
37486,237.212.23.26,X,134.6
37487,237.212.23.26,WeChat,81.7
37488,237.212.23.26,WhatsApp,372.8
37489,237.212.23.26,QQ,24.5
37490,149.169.130.133,YouTube,498.2
37491,149.169.130.133,Twitch,111.8
37492,149.169.130.133,WhatsApp,273.6
37493,94.29.25.127,Pinterest,114.3
37494,94.29.25.127,Instagram,376.1
37495,94.29.25.127,TikTok,429.6
37496,94.29.25.127,X,130.6
37497,94.29.25.127,Facebook Messenger,186.2
37498,94.29.25.127,Snapchat,144.2
37499,66.141.189.115,Instagram,294.1
37500,66.141.189.115,Facebook,153.1
37501,66.141.189.115,QQ,40.3
37502,70.20.51.193,Facebook,196.8
37503,70.20.51.193,Snapchat,211.1
37504,70.20.51.193,Twitch,101.2
37505,70.20.51.193,LinkedIn,174.4
37506,44.165.134.6,Facebook,108.5
37507,44.165.134.6,Twitch,85.2
37508,44.165.134.6,Pinterest,144.3
37509,173.13.58.93,TikTok,284.7
37510,50.101.133.171,Pinterest,143.7
37511,50.101.133.171,Snapchat,237.3
37512,50.101.133.171,WeChat,150.6
37513,50.101.133.171,Facebook Messenger,119.8
37514,50.101.133.171,YouTube,567.6
37515,50.101.133.171,WhatsApp,236.7
37516,50.101.133.171,X,112.9
37517,50.101.133.171,Instagram,390.3
37518,61.194.202.17,Instagram,248.1
37519,61.194.202.17,WeChat,134.9
37520,61.194.202.17,YouTube,401.1
37521,201.236.141.137,WeChat,96.9
37522,201.236.141.137,QQ,55.2
37523,201.236.141.137,Twitch,87.0
37524,201.236.141.137,Facebook Messenger,135.1
37525,201.236.141.137,TikTok,263.2
37526,201.236.141.137,Snapchat,245.8
37527,201.236.141.137,Facebook,142.2
37528,201.236.141.137,LinkedIn,98.3
37529,76.76.14.114,Pinterest,111.3
37530,76.76.14.114,Facebook,206.0
37531,76.76.14.114,Twitch,97.5
37532,76.76.14.114,QQ,44.2
37533,8.99.225.51,WeChat,105.0
37534,8.99.225.51,QQ,57.7
37535,8.99.225.51,TikTok,234.6
37536,8.99.225.51,Twitch,95.4
37537,8.99.225.51,WhatsApp,162.3
37538,163.131.193.206,Facebook,109.0
37539,163.131.193.206,YouTube,705.7
37540,163.131.193.206,TikTok,337.2
37541,163.131.193.206,X,138.5
37542,163.131.193.206,Instagram,281.6
37543,163.131.193.206,Twitch,76.0
37544,163.131.193.206,WhatsApp,454.9
37545,163.131.193.206,Snapchat,291.1
37546,216.208.148.159,WhatsApp,232.9
37547,137.28.201.44,QQ,37.3
37548,137.28.201.44,Facebook Messenger,149.7
37549,137.28.201.44,WeChat,99.6
37550,137.28.201.44,Facebook,141.4
37551,137.28.201.44,TikTok,241.0
37552,137.28.201.44,YouTube,420.5
37553,137.28.201.44,Twitch,113.5
37554,137.28.201.44,Instagram,306.0
37555,158.12.203.189,Instagram,236.5
37556,158.12.203.189,YouTube,792.2
37557,158.12.203.189,WeChat,101.1
37558,158.12.203.189,TikTok,372.4
37559,231.82.159.232,QQ,68.3
37560,126.142.101.167,WeChat,50.1
37561,126.142.101.167,Twitch,115.4
37562,24.125.62.82,TikTok,173.6
37563,24.125.62.82,Instagram,194.8
37564,24.125.62.82,Facebook,149.9
37565,24.125.62.82,LinkedIn,99.9
37566,66.11.181.24,WhatsApp,322.1
37567,66.11.181.24,QQ,52.5
37568,66.11.181.24,Instagram,367.6
37569,66.11.181.24,YouTube,530.6
37570,66.11.181.24,Facebook,97.3
37571,66.11.181.24,TikTok,382.5
37572,154.95.28.152,Facebook,152.7
